---	sample++motorola	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Creation of animated presentation material for an internal innovation contest.++Produced interactive demos for Motorola user interfaces and use case++scenarios.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Motorola had several internal projects that ranged from prototypes for the++interaction of screens on their line of mobile phones to an internal++competition to develop innovative ideas for features to be added to future++products.++++++I designed and animated the finalists' proposals, which were presented for++voting during the competition. These included illustrations, diagrams, and++animations of how each entry worked.		O'Reilly Media++Motorola	O'Reilly Media++Augmentum	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Motorola/Motorola-top-98		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Motorola/Motorola-left-99++projects/Motorola/Motorola-left-100++projects/Motorola/Motorola-right-93++projects/Motorola/Motorola-right-97++projects/Motorola/Motorola-right-96++projects/Motorola/Motorola-right-94++projects/Motorola/Motorola-right-95		####	designer	Unused	/projects/Motorola	Motorola		Project Type		Motorola Innovation Projects	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	title	category	detail_images
---	sample++mpps	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++undefined	Project Type++undefined	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++The first gallery exhibit of its kind showing the work of over 400++participants from around the world. Coinciding with the release of camera++phones, MPPS allowed participants to send images into the gallery in real-time++during a defined time period. The result was a meta-snapshot of the world from++the hands of people in each region.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++The Mobile Phone Photo Show was the first cell phone photography show. The++emergence of the mobile phone camera also opened up a new means of++self-expression.++++++The conceptual gallery exhibit acted as an inversion of the traditional++gallery show. Artists We're spread out all over the world, with more than 400++contributors and their mobile phones submitting work into the gallery where it++would be printed out and stuck on the walls. This outward in approach created++a meta-snapshot of the world at that point in time. The event took place in++San Francisco, but the images were submitted from as far away as Siberia,++South Africa, India, Argentina, Australia, and Japan.		O'Reilly Media++Kurt Bigenho and Gregory Cowley	O'Reilly Media++Self	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++placehoders/GeoHex-bg07_vtenlp		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++placehoders/GeoHex-bg07_vtenlp++placehoders/GeoHex-bg07_vtenlp++placehoders/GeoHex-bg07_vtenlp		####	'MPPS;  The Mobile Phone Photo Show'	artist	
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++nikeskateboarding	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A prestige project for Nike skateboarding shoes, this project was the creation++of a dynamic shoe browser that used animation to entertain and wow.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Odopod created the Nike skateboarding website, which showcases skateboarding++shoes and the Nike sponsored skaters that endorse them.++++++I created an interactive shoe browsing interface that included an animated++filtering system. Users could manipulate the settings to cause shoes to fall++off the shelves and new shoes to fly back up to replace them.		O'Reilly Media++Nike	O'Reilly Media++Odopod	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/NikeSkateboarding/NikeSkateboarding-top-214		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/NikeSkateboarding/NikeSkateboarding-left-219++projects/NikeSkateboarding/NikeSkateboarding-left-218++projects/NikeSkateboarding/NikeSkateboarding-right-215++projects/NikeSkateboarding/NikeSkateboarding-right-216++projects/NikeSkateboarding/NikeSkateboarding-right-217		####	engineer	Unused	/projects/NikeSkateboarding	NikeSkateboarding		Project Type		Nike Skateboarding Website	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++openwave	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Creation of keynote introduction videos, dramatic effects, and informative++content for Las Vegas Presentations.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++A short description		O'Reilly Media++Openwave	O'Reilly Media++3feetofftheground	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Openwave/Openwave-top-223		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Openwave/Openwave-right-220++projects/Openwave/Openwave-right-221++projects/Openwave/Openwave-right-222++projects/Openwave/Openwave-right-219++projects/Openwave/Openwave-right-218		####	designer	Unused	/projects/Openwave	Openwave	[]	Project Type		Openwave Trade Show Video Content	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++opesadvisors	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>++An online public-facing website and internal intranet for a financial services++firm.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Opes Advisors, a financial investment advising firm, needed an intranet for++their employees to be able to manage their clients and internal documents. In++addition, they required a public-facing site for marketing and blogging++purposes. For this project, both the internet and extranet versions were built++on Joomla.		O'Reilly Media++Opes Advisors	O'Reilly Media++Elixir Design	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/OpesAdvisors/OpesAdvisors-top-122		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/OpesAdvisors/OpesAdvisors-left-124++projects/OpesAdvisors/OpesAdvisors-right-123++projects/OpesAdvisors/OpesAdvisors-right-121++projects/OpesAdvisors/OpesAdvisors-right-120		####	engineer	Unused	/projects/OpesAdvisors	OpesAdvisors		Project Type		Opes Advisors Website and Intranet	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++ouya	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++Prototyping of the animation and user interaction for the Ouya Game Console.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Working from design team sketches, I created a working prototype of the++console's user interface. This UI allowed users to browse games, videos, and++other content using a game controller.		O'Reilly Media++Ouya Game Console	O'Reilly Media++Fuseproject	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Ouya/Ouya-top-102		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Ouya/Ouya-left-104++projects/Ouya/Ouya-left-90++projects/Ouya/Ouya-right-103++projects/Ouya/Ouya-right-101		####	engineer	Unused	/projects/Ouya	Ouya		Project Type		UI Development for Ouya Game Console	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++pbsmediaplayer	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++A Flash-based user interface for browsing online video content	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++The PBS media player was a browser for short videos contained on the PBS++website. I designed and developed the interface that included a video player++for the media segments.		O'Reilly Media++PBS	O'Reilly Media++Flax Media	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/PBSMediaPlayer/PBSMediaPlayer-top-274		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/PBSMediaPlayer/PBSMediaPlayer-right-273++projects/PBSMediaPlayer/PBSMediaPlayer-right-272++projects/PBSMediaPlayer/PBSMediaPlayer-right-265++projects/PBSMediaPlayer/PBSMediaPlayer-right-264++projects/PBSMediaPlayer/PBSMediaPlayer-right-268++projects/PBSMediaPlayer/PBSMediaPlayer-right-270++projects/PBSMediaPlayer/PBSMediaPlayer-right-271++projects/PBSMediaPlayer/PBSMediaPlayer-right-267++projects/PBSMediaPlayer/PBSMediaPlayer-right-269++projects/PBSMediaPlayer/PBSMediaPlayer-right-266		####	engineer	Unused	/projects/PBSMediaPlayer	PBSMediaPlayer	[]	Project Type		PBS Media Player UI	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++photoworks	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++A mobile iOS app that allowed customers to order real prints from the photos++on their phones.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Photoworks, a high-quality photo lab based in San Francisco, specialized in++creative, unique photo printing services. I designed and built an application++for this client that allowed users to select from Photoworks' product++offerings, upload photos directly from their phones, and pay for orders.		O'Reilly Media++Photoworks	O'Reilly Media++Photoworks	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Photoworks/Photoworks-top-258		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Photoworks/Photoworks-left-262++projects/Photoworks/Photoworks-right-260++projects/Photoworks/Photoworks-right-263++projects/Photoworks/Photoworks-right-261++projects/Photoworks/Photoworks-right-259		####	designer	Unused	/projects/Photoworks	Photoworks		Project Type		Photoworks iOS Photo Ordering App	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++quicktime	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++For the launch of Apple's first built-in video player, I created the test++animation included with every download.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>++Quicktime was an Apple product released in the mid-1990s for playing video on++a Macintosh. It was a video component player that was included with the++operating system but could also be downloaded separately.++++++Once installed, the demo animation I created would play to confirm the++software was correctly installed. In addition, I also designed and animated++the Quicktime TV logo for Apple's Quicktime TV offering. This was a very early++version of what would become the AppleTV.		O'Reilly Media++Apple	O'Reilly Media++CKS	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Quicktime/Quicktime-top-142		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Quicktime/Quicktime-right-143++projects/Quicktime/Quicktime-right-141++projects/Quicktime/Quicktime-right-140++projects/Quicktime/Quicktime-right-139		####	designer	Unused	/projects/Quicktime	Quicktime	[]	Project Type		Quicktime/Qtv Animation and Design	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++razorfish	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++|++Worked as a staff designer at the first Razorfish office in San Francisco.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Rocket Lawyer is an online legal services company that allows users to create++legally binding documents or other legal entities. I worked closely with the++marketing team to produce Optimizely A/B tests for improving customer turnover++and customer engagement.		O'Reilly Media++Various	O'Reilly Media++'Razorfish '	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/Razorfish/Razorfish-top-117		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/Razorfish/Razorfish-left-118++projects/Razorfish/Razorfish-left-119++projects/Razorfish/Razorfish-right-116++projects/Razorfish/Razorfish-right-115++projects/Razorfish/Razorfish-right-114		####	designer	Unused	/projects/Razorfish	Razorfish		Project Type		Razorfish Design and Development	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++rocketlawyer	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Developer for marketing material primarily using Optimizely to manage A/B++testing and user response.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++Rocket Lawyer is an online legal services company. It's a place to create a++legal legally binding contract or one of many other legal entities based on++offerings that the company had. I worked closely with the marketing team to++produce Optimizely A B testing stuff for improving customer turnover and++customer engagement.		O'Reilly Media++Rocket Lawyer	O'Reilly Media++Rocket Lawyer	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/RocketLawyer/RocketLawyer-top-237		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/RocketLawyer/RocketLawyer-left-238++projects/RocketLawyer/RocketLawyer-right-234++projects/RocketLawyer/RocketLawyer-right-235++projects/RocketLawyer/RocketLawyer-right-236		####	engineer	Unused	/projects/RocketLawyer	RocketLawyer		Project Type		Rocket Lawyer Online Product	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++rxgallery	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Original founding partner of a wine bar and gallery space devoted to++electronic arts, robotics, new media, and video art.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++RX Gallery Art and Technology Space in the SF Tenderloin.++++RX Gallery was an art bar with a focus on art and technology-centered in the++Tenderloin area of San Francisco. At the time, it was the pinnacle of art and++technology in the region. We worked closely with artists and arts institutions++that shared our interest in digital and electronic expression. The gallery++operated from 2003 to 2008.		O'Reilly Media++RX Gallery	O'Reilly Media++Self	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/RXGallery/RXGallery-top-01		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/RXGallery/RXGallery-right-06++projects/RXGallery/RXGallery-right-02++projects/RXGallery/RXGallery-right-03++projects/RXGallery/RXGallery-right-05++projects/RXGallery/RXGallery-right-04		####	artist	Unused	/projects/RXGallery	RXGallery	[]	Project Type		RX Gallery-Art and Technology	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++quicktime	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Website design and development for O'Reilly Media's educational customization++service.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.		O'Reilly Media++O'Reilly Media	O'Reilly Media++O'Reilly Media	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/SafariU/SafariU-top-229		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232		####	designer	Unused	/projects/SafariU	SafariU	[]	Project Type		Safari U Website	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator
---	sample++sample	active++active	Gregory Cowley++Gregory Cowley	Project++Project	Discipline++Discipline	Project Type++Project Type	true++true	prototyping++++prototyping++	++	true++true	#252F3A++#252F3A	427638306++++427638306++	++	Project Back Link++Project Back Link	designer++designer	Safari U Website++Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Website design and development for O'Reilly Media's educational customization++service.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++	++	O'Reilly Media++O'Reilly Media	O'Reilly Media++O'Reilly Media	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++++Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++	++	projects/SafariU/SafariU-top-229++projects/SafariU/SafariU-top-229	++	true++true	++	projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3	++	####
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++spcontrols	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Print design, display booth graphics, and video demonstrations for Las Vegas++trade shows.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++SP controls created Classroom present AV presentation control systems so that++they would control projectors, projection screens, internal controlled++lighting, audio, whiteboards, electronic whiteboards, and so on, So I design++Designed collateral and materials for trade shows Where SP Controls would demo++their products.		O'Reilly Media++SP Controls	O'Reilly Media++SP Controls	'20190000'++'20200926'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/SPControls/SPControls-top-185		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/SPControls/SPControls-right-181++projects/SPControls/SPControls-right-183++projects/SPControls/SPControls-right-182++projects/SPControls/SPControls-right-184++projects/SPControls/SPControls-right-180		####	designer	Unused	/projects/SPControls	SPControls	[]	Project Type		SP Controls Trade Show Collateral	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	image_path	image_source_dir_name	left_images	projecttype	right_images	title	type
---	sample++thesak	active++active	Gregory Cowley++Gregory Cowley	Project	Discipline++Discipline	Project Type++Project Type	true	prototyping++		true	#252F3A	427638306++		Project Back Link	designer	Safari U Website	>-++Website design and development for O'Reilly Media's educational customization++service.++>-++Development of an online interactive catalog for handbags and other fashion++accessories designed by The Sak.	>-++O'Reilly Media's SafariU allowed teachers to create curriculums and generate++content for their courses from O'Reilly's vast library of books and media.++Students could purchase, download, and print course material. I created the++website as well as an explainer video about how the course building process++worked.++++>-++While contracting as a photographer for The Sak, I produced catalog content,++including product photography and lifestyle photography, working with models++on location. Additionally, I developed and engineered a dynamic website++catalog with 3D page turning interactions for this client.		O'Reilly Media++The Sak	O'Reilly Media++The Sak	'20190000'++'20190000'	Presented at the Design designer(s) exhibition, part of the 'Lille World Design Capital 2020'.++		projects/SafariU/SafariU-top-229++projects/TheSak/TheSak-top-74		true		projects/SafariU/SafariU-right-233++projects/SafariU/SafariU-right-230++projects/SafariU/SafariU-right-231++projects/SafariU/SafariU-right-232++imgGallery1++imgGallery2++imgGallery3++projects/TheSak/TheSak-right-77++projects/TheSak/TheSak-right-75++projects/TheSak/TheSak-right-76++projects/TheSak/TheSak-right-73++projects/TheSak/TheSak-right-72++projects/TheSak/TheSak-right-74		####	engineer	Unused	/projects/TheSak	TheSak	[]	Project Type		The Sak Catalog Photography	Component
	slug	status	author	component	discipline	project_type	isOnHome	serviceId	theme	isDark	background	video	page_header	backToLabel	titleCategory	titleMain	subtitle	description	project_info	client	firm	date	results	images	hero_image	carousel	isBig	pics	- src	galleryPics	separator	category	category_alt	As a founder of the TEST	image_path	image_source_dir_name	left_images	right_images	title	type
